,data_datetime,precipitation,cloudrate,dswrf,visibility,precipitation_probability,apparent_temperature,pressure,wind_speed,humidity,precipitation_diff,cloudrate_diff,dswrf_diff,visibility_diff,precipitation_probability_diff,apparent_temperature_diff,pressure_diff,wind_speed_diff,humidity_diff,minute_of_day,distance_max
231,2025-07-01 15:00:00,0.0,0.94,737.12,21.71,0,37.0,100574.11,15.35,0.49,0.0,0.57,-136.38,0.3100000000000023,0.0,0.29999999999999716,-38.720000000001164,-2.110000000000001,-0.030000000000000027,15.0,-180
232,2025-07-01 16:00:00,0.0,0.2,561.45,21.97,0,38.2,100513.02,12.5,0.49,0.0,-0.74,-175.66999999999996,0.259999999999998,0.0,1.2000000000000028,-61.08999999999651,-2.8499999999999996,0.0,16.0,-240
233,2025-07-01 17:00:00,0.0,0.32,362.12,21.37,0,38.3,100495.05,8.88,0.46,0.0,0.12,-199.33000000000004,-0.5999999999999979,0.0,0.09999999999999432,-17.970000000001164,-3.619999999999999,-0.02999999999999997,17.0,-300
234,2025-07-01 18:00:00,0.0,0.3,162.42,19.73,0,39.3,100493.28,2.05,0.48,0.0,-0.020000000000000018,-199.70000000000002,-1.6400000000000006,0.0,1.0,-1.7700000000040745,-6.830000000000001,0.019999999999999962,18.0,-360
235,2025-07-01 19:00:00,0.0,0.13,2.88,17.26,0,37.4,100507.22,7.62,0.49,0.0,-0.16999999999999998,-159.54,-2.469999999999999,0.0,-1.8999999999999986,13.940000000002328,5.57,0.010000000000000009,19.0,-420
236,2025-07-01 20:00:00,0.0,0.01,0.0,15.15,0,36.4,100563.02,8.29,0.53,0.0,-0.12000000000000001,-2.88,-2.110000000000001,0.0,-1.0,55.80000000000291,0.669999999999999,0.040000000000000036,20.0,-480
237,2025-07-01 21:00:00,0.0,0.14,0.0,13.81,0,36.1,100649.59,8.54,0.56,0.0,0.13,0.0,-1.3399999999999999,0.0,-0.29999999999999716,86.56999999999243,0.25,0.030000000000000027,21.0,-540
238,2025-07-01 22:00:00,0.0,0.04,0.0,13.13,0,36.1,100679.12,8.29,0.61,0.0,-0.1,0.0,-0.6799999999999997,0.0,0.0,29.529999999998836,-0.25,0.04999999999999993,22.0,-600
239,2025-07-01 23:00:00,0.0,0.54,0.0,12.49,0,34.6,100670.84,8.64,0.63,0.0,0.5,0.0,-0.6400000000000006,0.0,-1.5,-8.279999999998836,0.3500000000000014,0.020000000000000018,23.0,-660
240,2025-07-02 00:00:00,0.0,0.83,0.0,12.35,0,34.6,100678.95,7.85,0.66,0.0,0.2899999999999999,0.0,-0.14000000000000057,0.0,0.0,8.110000000000582,-0.7900000000000009,0.030000000000000027,0.0,720
241,2025-07-02 01:00:00,0.0,0.91,0.0,11.74,0,34.2,100644.44,7.97,0.68,0.0,0.08000000000000007,0.0,-0.6099999999999994,0.0,-0.3999999999999986,-34.50999999999476,0.1200000000000001,0.020000000000000018,1.0,660
242,2025-07-02 02:00:00,0.0,0.87,0.0,11.2,0,33.9,100622.31,8.23,0.7,0.0,-0.040000000000000036,0.0,-0.5400000000000009,0.0,-0.30000000000000426,-22.130000000004657,0.2600000000000007,0.019999999999999907,2.0,600
243,2025-07-02 03:00:00,0.0,1.0,0.0,10.8,0,33.4,100620.16,6.49,0.7,0.0,0.13,0.0,-0.3999999999999986,0.0,-0.5,-2.1499999999941792,-1.7400000000000002,0.0,3.0,540
244,2025-07-02 04:00:00,0.0,0.0,0.0,11.52,0,33.1,100662.97,7.19,0.71,0.0,-1.0,0.0,0.7199999999999989,0.0,-0.29999999999999716,42.80999999999767,0.7000000000000002,0.010000000000000009,4.0,480
245,2025-07-02 05:00:00,0.0,0.25,0.0,11.48,0,32.9,100737.97,6.67,0.71,0.0,0.25,0.0,-0.03999999999999915,0.0,-0.20000000000000284,75.0,-0.5200000000000005,0.0,5.0,420
246,2025-07-02 06:00:00,0.0,0.55,73.56,11.22,0,32.3,100780.68,9.17,0.69,0.0,0.30000000000000004,73.56,-0.2599999999999998,0.0,-0.6000000000000014,42.70999999999185,2.5,-0.020000000000000018,6.0,360
247,2025-07-02 07:00:00,0.0,0.25,230.45,13.0,0,32.6,100800.78,10.71,0.69,0.0,-0.30000000000000004,156.89,1.7799999999999994,0.0,0.30000000000000426,20.10000000000582,1.540000000000001,0.0,7.0,300
248,2025-07-02 08:00:00,0.0,0.22,425.41,14.97,0,33.5,100769.53,13.08,0.67,0.0,-0.03,194.96000000000004,1.9700000000000006,0.0,0.8999999999999986,-31.25,2.369999999999999,-0.019999999999999907,8.0,240
249,2025-07-02 09:00:00,0.0,0.86,581.23,17.31,0,35.3,100761.8,12.09,0.62,0.0,0.64,155.82,2.339999999999998,0.0,1.7999999999999972,-7.7299999999959255,-0.9900000000000002,-0.050000000000000044,9.0,180
250,2025-07-02 10:00:00,0.0,0.97,550.5,19.13,0,36.5,100738.2,13.09,0.61,0.0,0.10999999999999999,-30.730000000000018,1.8200000000000003,0.0,1.2000000000000028,-23.60000000000582,1.0,-0.010000000000000009,10.0,120
251,2025-07-02 11:00:00,0.0,1.0,818.55,20.39,0,38.3,100726.17,12.85,0.59,0.0,0.030000000000000027,268.04999999999995,1.2600000000000016,0.0,1.7999999999999972,-12.029999999998836,-0.2400000000000002,-0.020000000000000018,11.0,60
252,2025-07-02 12:00:00,0.0,1.0,934.36,21.7,0,38.2,100680.05,12.31,0.54,0.0,0.0,115.81000000000006,1.3099999999999987,0.0,-0.09999999999999432,-46.11999999999534,-0.5399999999999991,-0.04999999999999993,12.0,0
253,2025-07-02 13:00:00,0.0,1.0,925.48,22.68,0,39.1,100637.92,10.51,0.52,0.0,0.0,-8.879999999999995,0.9800000000000004,0.0,0.8999999999999986,-42.13000000000466,-1.8000000000000007,-0.020000000000000018,13.0,-60
254,2025-07-02 14:00:00,0.0,1.0,802.84,23.49,0,40.0,100594.41,10.21,0.47,0.0,0.0,-122.63999999999999,0.8099999999999987,0.0,0.8999999999999986,-43.50999999999476,-0.29999999999999893,-0.050000000000000044,14.0,-120
255,2025-07-02 15:00:00,0.0,0.89,713.0,24.28,0,39.4,100538.3,10.31,0.45,0.0,-0.10999999999999999,-89.84000000000003,0.7900000000000027,0.0,-0.6000000000000014,-56.11000000000058,0.09999999999999964,-0.019999999999999962,15.0,-180
256,2025-07-02 16:00:00,0.0,0.99,537.95,24.81,0,39.6,100498.06,10.63,0.45,0.0,0.09999999999999998,-175.04999999999995,0.5299999999999976,0.0,0.20000000000000284,-40.24000000000524,0.3200000000000003,0.0,16.0,-240
257,2025-07-02 17:00:00,0.0,1.0,355.05,24.38,0,37.6,100514.4,12.49,0.43,0.0,0.010000000000000009,-182.90000000000003,-0.4299999999999997,0.0,-2.0,16.339999999996508,1.8599999999999994,-0.020000000000000018,17.0,-300
258,2025-07-02 18:00:00,0.0,1.0,157.62,21.33,0,37.5,100518.44,13.8,0.42,0.0,0.0,-197.43,-3.0500000000000007,0.0,-0.10000000000000142,4.040000000008149,1.3100000000000005,-0.010000000000000009,18.0,-360
259,2025-07-02 19:00:00,0.0,0.56,2.73,17.97,0,36.8,100522.61,10.59,0.4,0.0,-0.43999999999999995,-154.89000000000001,-3.3599999999999994,0.0,-0.7000000000000028,4.169999999998254,-3.210000000000001,-0.019999999999999962,19.0,-420
260,2025-07-02 20:00:00,0.0,0.05,0.0,16.0,0,37.1,100540.36,7.4,0.46,0.0,-0.51,-2.73,-1.9699999999999989,0.0,0.30000000000000426,17.75,-3.1899999999999995,0.06,20.0,-480
261,2025-07-02 21:00:00,0.0,0.0,0.0,13.92,0,36.2,100568.11,6.88,0.5,0.0,-0.05,0.0,-2.08,0.0,-0.8999999999999986,27.75,-0.5200000000000005,0.03999999999999998,21.0,-540
262,2025-07-02 22:00:00,0.0,0.0,0.0,11.62,0,36.4,100583.94,7.36,0.58,0.0,0.0,0.0,-2.3000000000000007,0.0,0.19999999999999574,15.830000000001746,0.4800000000000004,0.07999999999999996,22.0,-600
263,2025-07-02 23:00:00,0.0,0.0,0.0,11.04,0,36.1,100562.99,8.18,0.63,0.0,0.0,0.0,-0.5800000000000001,0.0,-0.29999999999999716,-20.94999999999709,0.8199999999999994,0.050000000000000044,23.0,-660
264,2025-07-03 00:00:00,0.0,0.0,0.0,10.99,0,34.4,100566.72,7.96,0.64,0.0,0.0,0.0,-0.049999999999998934,0.0,-1.7000000000000028,3.7299999999959255,-0.21999999999999975,0.010000000000000009,0.0,720
265,2025-07-03 01:00:00,0.0,0.0,0.0,10.82,0,33.7,100550.83,8.28,0.69,0.0,0.0,0.0,-0.16999999999999993,0.0,-0.6999999999999957,-15.889999999999418,0.3199999999999994,0.04999999999999993,1.0,660
266,2025-07-03 02:00:00,0.0,0.0,0.0,10.87,0,33.3,100507.67,8.26,0.72,0.0,0.0,0.0,0.049999999999998934,0.0,-0.4000000000000057,-43.16000000000349,-0.019999999999999574,0.030000000000000027,2.0,600
267,2025-07-03 03:00:00,0.0,0.06,0.0,10.66,0,33.6,100506.31,7.46,0.73,0.0,0.06,0.0,-0.20999999999999908,0.0,0.30000000000000426,-1.360000000000582,-0.7999999999999998,0.010000000000000009,3.0,540
268,2025-07-03 04:00:00,0.0,0.0,0.0,10.2,0,33.4,100507.16,6.86,0.74,0.0,-0.06,0.0,-0.46000000000000085,0.0,-0.20000000000000284,0.8500000000058208,-0.5999999999999996,0.010000000000000009,4.0,480
269,2025-07-03 05:00:00,0.0,0.0,0.0,10.04,0,33.2,100530.77,6.48,0.74,0.0,0.0,0.0,-0.16000000000000014,0.0,-0.19999999999999574,23.610000000000582,-0.3799999999999999,0.0,5.0,420
270,2025-07-03 06:00:00,0.0,0.0,82.7,10.05,0,33.1,100579.81,6.91,0.76,0.0,0.0,82.7,0.010000000000001563,0.0,-0.10000000000000142,49.0399999999936,0.4299999999999997,0.020000000000000018,6.0,360
271,2025-07-03 07:00:00,0.0,0.0,281.88,11.71,0,33.3,100599.24,8.64,0.75,0.0,0.0,199.18,1.6600000000000001,0.0,0.19999999999999574,19.430000000007567,1.7300000000000004,-0.010000000000000009,7.0,300
272,2025-07-03 08:00:00,0.0,0.0,494.26,13.16,0,35.5,100608.44,9.27,0.74,0.0,0.0,212.38,1.4499999999999993,0.0,2.200000000000003,9.19999999999709,0.629999999999999,-0.010000000000000009,8.0,240
273,2025-07-03 09:00:00,0.0,0.0,661.19,14.81,0,35.4,100582.45,11.24,0.68,0.0,0.0,166.93000000000006,1.6500000000000004,0.0,-0.10000000000000142,-25.99000000000524,1.9700000000000006,-0.05999999999999994,9.0,180
274,2025-07-03 10:00:00,0.0,0.0,841.96,16.43,0,37.0,100530.5,11.37,0.67,0.0,0.0,180.76999999999998,1.6199999999999992,0.0,1.6000000000000014,-51.94999999999709,0.129999999999999,-0.010000000000000009,10.0,120
275,2025-07-03 11:00:00,0.0,0.0,935.06,18.07,0,38.6,100495.75,11.03,0.61,0.0,0.0,93.09999999999991,1.6400000000000006,0.0,1.6000000000000014,-34.75,-0.33999999999999986,-0.06000000000000005,11.0,60
276,2025-07-03 12:00:00,0.0,0.06,984.92,20.21,0,40.0,100459.0,10.33,0.59,0.0,0.06,49.860000000000014,2.1400000000000006,0.0,1.3999999999999986,-36.75,-0.6999999999999993,-0.020000000000000018,12.0,0
277,2025-07-03 13:00:00,0.0,0.14,964.66,22.71,0,40.5,100414.92,9.58,0.55,0.0,0.08000000000000002,-20.25999999999999,2.5,0.0,0.5,-44.080000000001746,-0.75,-0.039999999999999925,13.0,-60
278,2025-07-03 14:00:00,0.0,0.18,883.31,24.8,0,40.3,100360.05,10.25,0.52,0.0,0.03999999999999998,-81.35000000000002,2.09,0.0,-0.20000000000000284,-54.86999999999534,0.6699999999999999,-0.030000000000000027,14.0,-120
279,2025-07-03 15:00:00,0.0,0.17,748.78,26.45,0,40.2,100333.22,11.4,0.51,0.0,-0.009999999999999981,-134.52999999999997,1.6499999999999986,0.0,-0.09999999999999432,-26.830000000001746,1.1500000000000004,-0.010000000000000009,15.0,-180
280,2025-07-03 16:00:00,0.0,0.1,572.42,27.29,0,39.5,100302.91,12.62,0.48,0.0,-0.07,-176.36,0.8399999999999999,0.0,-0.7000000000000028,-30.30999999999767,1.2199999999999989,-0.030000000000000027,16.0,-240
281,2025-07-03 17:00:00,0.0,0.04,370.02,26.47,0,38.8,100285.11,12.21,0.46,0.0,-0.060000000000000005,-202.39999999999998,-0.8200000000000003,0.0,-0.7000000000000028,-17.80000000000291,-0.40999999999999837,-0.019999999999999962,17.0,-300
282,2025-07-03 18:00:00,0.0,0.0,166.52,23.57,0,38.5,100253.97,10.36,0.45,0.0,-0.04,-203.49999999999997,-2.8999999999999986,0.0,-0.29999999999999716,-31.139999999999418,-1.8500000000000014,-0.010000000000000009,18.0,-360
283,2025-07-03 19:00:00,0.0,0.0,2.88,18.8,0,37.5,100254.64,9.01,0.45,0.0,0.0,-163.64000000000001,-4.77,0.0,-1.0,0.6699999999982538,-1.3499999999999996,0.0,19.0,-420
284,2025-07-03 20:00:00,0.0,0.0,0.0,16.9,0,36.4,100263.38,9.01,0.46,0.0,0.0,-2.88,-1.9000000000000021,0.0,-1.1000000000000014,8.740000000005239,0.0,0.010000000000000009,20.0,-480
285,2025-07-03 21:00:00,0.0,0.0,0.0,15.89,0,35.4,100301.31,7.89,0.49,0.0,0.0,0.0,-1.009999999999998,0.0,-1.0,37.929999999993015,-1.12,0.02999999999999997,21.0,-540
286,2025-07-03 22:00:00,0.0,0.0,0.0,16.2,0,34.5,100311.31,7.57,0.53,0.0,0.0,0.0,0.3099999999999987,0.0,-0.8999999999999986,10.0,-0.3199999999999994,0.040000000000000036,22.0,-600
287,2025-07-03 23:00:00,0.0,0.0,0.0,16.68,0,33.6,100346.61,7.08,0.55,0.0,0.0,0.0,0.4800000000000004,0.0,-0.8999999999999986,35.30000000000291,-0.4900000000000002,0.020000000000000018,23.0,-660
288,2025-07-04 00:00:00,0.0,0.0,0.0,16.25,0,32.6,100342.47,8.53,0.6,0.0,0.0,0.0,-0.4299999999999997,0.0,-1.0,-4.139999999999418,1.4499999999999993,0.04999999999999993,0.0,720
289,2025-07-04 01:00:00,0.0,0.0,0.0,15.86,0,32.3,100319.33,9.24,0.64,0.0,0.0,0.0,-0.39000000000000057,0.0,-0.30000000000000426,-23.139999999999418,0.7100000000000009,0.040000000000000036,1.0,660
290,2025-07-04 02:00:00,0.0,0.0,0.0,13.76,0,31.9,100267.5,9.0,0.63,0.0,0.0,0.0,-2.0999999999999996,0.0,-0.3999999999999986,-51.830000000001746,-0.2400000000000002,-0.010000000000000009,2.0,600
291,2025-07-04 03:00:00,0.0,0.16,0.0,13.15,0,31.8,100257.22,9.22,0.65,0.0,0.16,0.0,-0.6099999999999994,0.0,-0.09999999999999787,-10.279999999998836,0.22000000000000064,0.020000000000000018,3.0,540
292,2025-07-04 04:00:00,0.0,0.0,0.0,12.3,0,31.1,100272.62,9.61,0.67,0.0,-0.16,0.0,-0.8499999999999996,0.0,-0.6999999999999993,15.39999999999418,0.3899999999999988,0.020000000000000018,4.0,480
293,2025-07-04 05:00:00,0.0,0.0,0.0,12.26,0,31.0,100331.38,8.27,0.71,0.0,0.0,0.0,-0.040000000000000924,0.0,-0.10000000000000142,58.76000000000931,-1.3399999999999999,0.039999999999999925,5.0,420
294,2025-07-04 06:00:00,0.0,0.0,95.56,12.45,0,30.8,100356.27,9.38,0.72,0.0,0.0,95.56,0.1899999999999995,0.0,-0.1999999999999993,24.889999999999418,1.1100000000000012,0.010000000000000009,6.0,360
295,2025-07-04 07:00:00,0.0,0.0,291.41,13.71,0,30.9,100392.5,11.49,0.69,0.0,0.0,195.85000000000002,1.2600000000000016,0.0,0.09999999999999787,36.229999999995925,2.1099999999999994,-0.030000000000000027,7.0,300
296,2025-07-04 08:00:00,0.0,0.0,503.1,15.97,0,31.8,100412.22,12.27,0.68,0.0,0.0,211.69,2.26,0.0,0.9000000000000021,19.720000000001164,0.7799999999999994,-0.009999999999999898,8.0,240
297,2025-07-04 09:00:00,0.0,0.1,703.78,17.82,0,33.0,100387.78,13.83,0.63,0.0,0.1,200.67999999999995,1.8499999999999996,0.0,1.1999999999999993,-24.44000000000233,1.5600000000000005,-0.050000000000000044,9.0,180
298,2025-07-04 10:00:00,0.0,0.3,861.32,20.02,0,34.5,100382.0,11.91,0.6,0.0,0.19999999999999998,157.54000000000008,2.1999999999999993,0.0,1.5,-5.779999999998836,-1.92,-0.030000000000000027,10.0,120
299,2025-07-04 11:00:00,0.0,0.0,937.88,21.83,0,35.7,100346.41,9.71,0.54,0.0,-0.3,76.55999999999995,1.8099999999999987,0.0,1.2000000000000028,-35.58999999999651,-2.1999999999999993,-0.05999999999999994,11.0,60
300,2025-07-04 12:00:00,0.0,0.34,989.66,25.11,0,37.7,100291.72,8.11,0.52,0.0,0.34,51.77999999999997,3.280000000000001,0.0,2.0,-54.69000000000233,-1.6000000000000014,-0.020000000000000018,12.0,0
301,2025-07-04 13:00:00,0.0,0.09,928.62,27.79,0,38.1,100255.27,7.55,0.48,0.0,-0.25,-61.039999999999964,2.6799999999999997,0.0,0.3999999999999986,-36.44999999999709,-0.5599999999999996,-0.040000000000000036,13.0,-60
302,2025-07-04 14:00:00,0.0,0.57,873.66,28.88,0,39.1,100200.28,8.7,0.48,0.0,0.48,-54.960000000000036,1.0899999999999999,0.0,1.0,-54.99000000000524,1.1499999999999995,0.0,14.0,-120
303,2025-07-04 15:00:00,0.0,0.63,749.12,30.73,0,38.3,100156.5,9.31,0.4,0.0,0.06000000000000005,-124.53999999999996,1.8500000000000014,0.0,-0.8000000000000043,-43.779999999998836,0.6100000000000012,-0.07999999999999996,15.0,-180
304,2025-07-04 16:00:00,0.0,0.16,574.91,30.7,0,38.4,100156.8,10.37,0.37,0.0,-0.47,-174.21000000000004,-0.030000000000001137,0.0,0.10000000000000142,0.3000000000029104,1.0599999999999987,-0.030000000000000027,16.0,-240
305,2025-07-04 17:00:00,0.0,0.01,373.14,29.5,0,37.4,100139.99,9.64,0.34,0.0,-0.15,-201.76999999999998,-1.1999999999999993,0.0,-1.0,-16.80999999999767,-0.7299999999999986,-0.02999999999999997,17.0,-300
306,2025-07-04 18:00:00,0.0,0.07,168.16,21.61,0,36.8,100147.17,12.72,0.36,0.0,0.060000000000000005,-204.98,-7.890000000000001,0.0,-0.6000000000000014,7.179999999993015,3.08,0.019999999999999962,18.0,-360
307,2025-07-04 19:00:00,0.0,0.04,2.64,16.88,0,35.6,100155.22,12.61,0.38,0.0,-0.030000000000000006,-165.52,-4.73,0.0,-1.1999999999999957,8.05000000000291,-0.11000000000000121,0.020000000000000018,19.0,-420
308,2025-07-04 20:00:00,0.0,0.42,0.0,14.14,0,36.2,100124.09,7.94,0.42,0.0,0.38,-2.64,-2.7399999999999984,0.0,0.6000000000000014,-31.130000000004657,-4.669999999999999,0.03999999999999998,20.0,-480
309,2025-07-04 21:00:00,0.0,0.69,0.0,13.44,0,35.8,100122.23,5.32,0.46,0.0,0.26999999999999996,0.0,-0.7000000000000011,0.0,-0.4000000000000057,-1.860000000000582,-2.62,0.040000000000000036,21.0,-540
310,2025-07-04 22:00:00,0.0,0.23,0.0,13.88,0,35.2,100096.17,5.3,0.52,0.0,-0.45999999999999996,0.0,0.4400000000000013,0.0,-0.5999999999999943,-26.05999999999767,-0.020000000000000462,0.06,22.0,-600
311,2025-07-04 23:00:00,0.0,0.0,0.0,13.43,0,34.5,100103.41,7.32,0.58,0.0,-0.23,0.0,-0.45000000000000107,0.0,-0.7000000000000028,7.240000000005239,2.0200000000000005,0.05999999999999994,23.0,-660
312,2025-07-05 00:00:00,0.0,0.0,0.0,12.75,0,33.8,100094.62,7.7,0.59,0.0,0.0,0.0,-0.6799999999999997,0.0,-0.7000000000000028,-8.790000000008149,0.3799999999999999,0.010000000000000009,0.0,720
313,2025-07-05 01:00:00,0.0,0.0,0.0,12.26,0,33.9,100078.02,8.13,0.63,0.0,0.0,0.0,-0.4900000000000002,0.0,0.10000000000000142,-16.59999999999127,0.4300000000000006,0.040000000000000036,1.0,660
314,2025-07-05 02:00:00,0.0,0.0,0.0,11.7,0,33.5,100083.59,7.64,0.67,0.0,0.0,0.0,-0.5600000000000005,0.0,-0.3999999999999986,5.569999999992433,-0.4900000000000011,0.040000000000000036,2.0,600
315,2025-07-05 03:00:00,0.0,0.0,0.0,11.1,0,33.0,100086.88,7.67,0.69,0.0,0.0,0.0,-0.5999999999999996,0.0,-0.5,3.290000000008149,0.03000000000000025,0.019999999999999907,3.0,540
316,2025-07-05 04:00:00,0.0,1.0,0.0,11.35,0,32.7,100094.92,8.7,0.71,0.0,1.0,0.0,0.25,0.0,-0.29999999999999716,8.039999999993597,1.0299999999999994,0.020000000000000018,4.0,480
317,2025-07-05 05:00:00,0.0,1.0,0.0,11.27,0,31.9,100180.59,8.43,0.69,0.0,0.0,0.0,-0.08000000000000007,0.0,-0.8000000000000043,85.66999999999825,-0.2699999999999996,-0.020000000000000018,5.0,420
318,2025-07-05 06:00:00,0.0,0.03,91.38,11.85,0,31.8,100235.39,9.16,0.68,0.0,-0.97,91.38,0.5800000000000001,0.0,-0.09999999999999787,54.80000000000291,0.7300000000000004,-0.009999999999999898,6.0,360
319,2025-07-05 07:00:00,0.0,0.0,273.5,13.0,0,32.2,100298.67,10.54,0.68,0.0,-0.03,182.12,1.1500000000000004,0.0,0.40000000000000213,63.279999999998836,1.379999999999999,0.0,7.0,300
320,2025-07-05 08:00:00,0.0,0.0,444.69,14.97,0,34.1,100308.06,11.76,0.67,0.0,0.0,171.19,1.9700000000000006,0.0,1.8999999999999986,9.389999999999418,1.2200000000000006,-0.010000000000000009,8.0,240
321,2025-07-05 09:00:00,0.0,0.0,691.3,16.75,0,34.8,100301.58,11.58,0.65,0.0,0.0,246.60999999999996,1.7799999999999994,0.0,0.6999999999999957,-6.4799999999959255,-0.17999999999999972,-0.020000000000000018,9.0,180
322,2025-07-05 10:00:00,0.0,0.0,840.0,18.09,0,36.5,100249.05,11.35,0.59,0.0,0.0,148.70000000000005,1.3399999999999999,0.0,1.7000000000000028,-52.529999999998836,-0.23000000000000043,-0.06000000000000005,10.0,120
323,2025-07-05 11:00:00,0.0,0.0,938.66,19.54,0,37.1,100211.05,9.04,0.57,0.0,0.0,98.65999999999997,1.4499999999999993,0.0,0.6000000000000014,-38.0,-2.3100000000000005,-0.020000000000000018,11.0,60
324,2025-07-05 12:00:00,0.0,0.0,979.64,21.03,0,39.2,100159.08,8.26,0.57,0.0,0.0,40.98000000000002,1.490000000000002,0.0,2.1000000000000014,-51.970000000001164,-0.7799999999999994,0.0,12.0,0
325,2025-07-05 13:00:00,0.0,0.0,957.05,22.33,0,40.3,100085.05,8.34,0.54,0.0,0.0,-22.590000000000032,1.2999999999999972,0.0,1.0999999999999943,-74.02999999999884,0.08000000000000007,-0.029999999999999916,13.0,-60
326,2025-07-05 14:00:00,0.0,0.03,876.59,24.72,0,40.9,100025.95,8.64,0.52,0.0,0.03,-80.45999999999992,2.3900000000000006,0.0,0.6000000000000014,-59.10000000000582,0.3000000000000007,-0.020000000000000018,14.0,-120
327,2025-07-05 15:00:00,0.0,0.08,742.78,24.57,0,40.3,99996.22,9.93,0.48,0.0,0.05,-133.81000000000006,-0.14999999999999858,0.0,-0.6000000000000014,-29.729999999995925,1.2899999999999991,-0.040000000000000036,15.0,-180
328,2025-07-05 16:00:00,0.0,0.13,568.2,25.37,0,39.9,99994.5,9.79,0.47,0.0,0.05,-174.57999999999993,0.8000000000000007,0.0,-0.3999999999999986,-1.7200000000011642,-0.14000000000000057,-0.010000000000000009,16.0,-240
329,2025-07-05 17:00:00,0.0,0.21,367.09,24.85,0,38.8,100024.66,10.6,0.44,0.0,0.07999999999999999,-201.11000000000007,-0.5199999999999996,0.0,-1.1000000000000014,30.160000000003492,0.8100000000000005,-0.02999999999999997,17.0,-300
330,2025-07-05 18:00:00,0.0,0.06,163.58,21.34,0,38.0,100033.16,13.35,0.41,0.0,-0.15,-203.50999999999996,-3.5100000000000016,0.0,-0.7999999999999972,8.5,2.75,-0.030000000000000027,18.0,-360
331,2025-07-05 19:00:00,0.0,0.0,2.3,16.28,0,37.7,100037.44,11.76,0.46,0.0,-0.06,-161.28,-5.059999999999999,0.0,-0.29999999999999716,4.279999999998836,-1.5899999999999999,0.050000000000000044,19.0,-420
332,2025-07-05 20:00:00,0.0,0.0,0.0,15.07,0,37.0,100041.39,9.31,0.47,0.0,0.0,-2.3,-1.2100000000000009,0.0,-0.7000000000000028,3.9499999999970896,-2.4499999999999993,0.009999999999999953,20.0,-480
333,2025-07-05 21:00:00,0.0,0.0,0.0,14.71,0,37.3,100043.99,6.02,0.51,0.0,0.0,0.0,-0.35999999999999943,0.0,0.29999999999999716,2.6000000000058208,-3.290000000000001,0.040000000000000036,21.0,-540
334,2025-07-05 22:00:00,0.0,0.0,0.0,14.12,0,37.1,100051.61,4.09,0.56,0.0,0.0,0.0,-0.5900000000000016,0.0,-0.19999999999999574,7.619999999995343,-1.9299999999999997,0.050000000000000044,22.0,-600
335,2025-07-05 23:00:00,0.0,0.0,0.0,13.82,0,35.6,100081.25,6.9,0.59,0.0,0.0,0.0,-0.29999999999999893,0.0,-1.5,29.639999999999418,2.8100000000000005,0.029999999999999916,23.0,-660
336,2025-07-06 00:00:00,0.0,0.0,0.0,13.95,0,35.1,100065.74,7.09,0.61,0.0,0.0,0.0,0.129999999999999,0.0,-0.5,-15.509999999994761,0.1899999999999995,0.020000000000000018,0.0,720
337,2025-07-06 01:00:00,0.0,0.0,0.0,14.84,0,35.2,100051.72,7.15,0.64,0.0,0.0,0.0,0.8900000000000006,0.0,0.10000000000000142,-14.020000000004075,0.0600000000000005,0.030000000000000027,1.0,660
338,2025-07-06 02:00:00,0.0,0.0,0.0,14.36,0,34.7,100046.66,8.16,0.66,0.0,0.0,0.0,-0.4800000000000004,0.0,-0.5,-5.059999999997672,1.0099999999999998,0.020000000000000018,2.0,600
339,2025-07-06 03:00:00,0.0,0.0,0.0,13.06,0,34.3,100036.28,7.88,0.67,0.0,0.0,0.0,-1.299999999999999,0.0,-0.4000000000000057,-10.380000000004657,-0.28000000000000025,0.010000000000000009,3.0,540
340,2025-07-06 04:00:00,0.0,0.0,0.0,12.17,0,33.6,100059.03,7.46,0.69,0.0,0.0,0.0,-0.8900000000000006,0.0,-0.6999999999999957,22.75,-0.41999999999999993,0.019999999999999907,4.0,480
341,2025-07-06 05:00:00,0.0,0.0,0.0,11.76,0,33.6,100153.52,6.56,0.71,0.0,0.0,0.0,-0.41000000000000014,0.0,0.0,94.49000000000524,-0.9000000000000004,0.020000000000000018,5.0,420
342,2025-07-06 06:00:00,0.0,0.0,87.69,11.37,0,33.0,100203.28,7.62,0.68,0.0,0.0,87.69,-0.39000000000000057,0.0,-0.6000000000000014,49.75999999999476,1.0600000000000005,-0.029999999999999916,6.0,360
343,2025-07-06 07:00:00,0.0,0.0,287.88,12.95,0,32.9,100221.58,9.15,0.65,0.0,0.0,200.19,1.58,0.0,-0.10000000000000142,18.30000000000291,1.5300000000000002,-0.030000000000000027,7.0,300
344,2025-07-06 08:00:00,0.0,0.0,499.5,14.78,0,34.4,100223.84,9.49,0.64,0.0,0.0,211.62,1.83,0.0,1.5,2.2599999999947613,0.33999999999999986,-0.010000000000000009,8.0,240
345,2025-07-06 09:00:00,0.0,0.0,689.06,17.03,0,35.6,100173.34,9.56,0.6,0.0,0.0,189.55999999999995,2.2500000000000018,0.0,1.2000000000000028,-50.5,0.07000000000000028,-0.040000000000000036,9.0,180
